customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
8589,Stacy Boyd,ogalvan@example.com,France,2022-01-06,Standard,96.81
8590,Andrew Moreno,fbeltran@example.net,India,2022-12-12,Standard,108.70
8591,James Jones,katherine91@example.net,Canada,2022-01-12,Standard,24.24
8592,Brenda Brown,lfrench@example.org,France,2020-08-17,Standard,28.85
8593,Julie Wade,donald17@example.org,Canada,2023-08-30,Standard,30.91
8594,Karen Macias,swagner@example.net,Australia,2023-09-16,Basic,74.05
8595,Teresa Ford,ingramjonathan@example.net,France,2024-04-27,Basic,20.04
8596,Kevin Russell,jefferywade@example.net,Australia,2025-06-22,Standard,39.16
8597,Elizabeth Donaldson,angela13@example.org,United States,2024-02-14,Premium,87.71
8598,Jeanne Wilson,nicolejohns@example.com,Brazil,2023-05-16,Basic,101.75
8599,Richard Miller,john93@example.org,Germany,2024-09-20,Basic,51.51
8600,Thomas Gray,kschwartz@example.com,Netherlands,2023-02-24,Standard,50.90
8601,Michele Armstrong,francoaustin@example.net,United States,2022-09-25,Premium,35.15
8602,Charles Horton,mcguirechristopher@example.net,United Kingdom,2023-11-14,Basic,105.36
8603,Elizabeth Smith,bnguyen@example.com,Australia,2021-07-25,Standard,25.75
8604,Anthony Perez,trananna@example.net,Canada,2025-06-10,Basic,36.49
8605,Benjamin Morgan,tturner@example.org,Netherlands,2020-02-29,Premium,60.90
8606,Megan Anderson,gabriel61@example.net,Brazil,2023-05-17,Basic,65.78
8607,Robert Tyler,murphyjennifer@example.org,India,2023-12-27,Premium,121.60
8608,Andrew Hughes,krystallewis@example.com,Brazil,2021-12-24,Premium,55.71
8609,Lindsey Brandt,debramontoya@example.net,Germany,2025-03-20,Premium,83.08
8610,Holly Dodson,stacey37@example.net,Netherlands,2025-09-28,Standard,86.07
8611,Jacqueline Johnson,dawn08@example.net,United States,2020-01-22,Standard,45.07
8612,Cheryl Cruz,tanyarogers@example.com,United States,2022-04-27,Standard,73.68
8613,Kayla Blackwell,heather33@example.org,Australia,2026-07-14,Premium,102.30
8614,Samantha Morris,jessica52@example.net,Canada,2021-11-13,Standard,31.13
8615,Dr. Deanna Orozco PhD,lisa28@example.com,Australia,2025-05-02,Standard,67.22
8616,Shannon Young,dylanibarra@example.net,India,2024-08-21,Standard,84.16
8617,Robert Fuller,sarahlewis@example.com,Brazil,2023-10-02,Standard,33.56
8618,Katherine Mcmahon,danielmartinez@example.net,France,2020-03-14,Standard,57.27
8619,Christopher Bean,sharrison@example.net,Germany,2020-03-02,Basic,54.96
8620,Thomas Jones,judithwood@example.net,Canada,2023-10-10,Basic,66.44
8621,Kirsten Bates,joneszachary@example.org,France,2023-08-08,Basic,17.90
8622,Christine Burke,romerobrenda@example.org,Australia,2021-03-28,Standard,26.73
8623,Matthew Hart,lopezlinda@example.net,India,2020-10-25,Basic,101.19
8624,Peter Berger,bshort@example.org,France,2020-04-09,Basic,25.46
8625,Madison Gardner,annarussell@example.net,Canada,2021-09-19,Standard,166.86
8626,Joshua Ware,joel58@example.com,France,2021-05-03,Basic,84.48
8627,Kelly Ayala,william80@example.com,Canada,2020-05-02,Premium,57.18
8628,Joyce Hawkins,lhopkins@example.com,Japan,2021-02-24,Premium,89.32
8629,Timothy Douglas,whitejustin@example.com,India,2025-07-22,Standard,80.78
8630,Theresa Silva,rnelson@example.org,Brazil,2024-10-12,Standard,71.97
8631,John Watson,jjohnson@example.net,United Kingdom,2026-05-20,Premium,15.29
8632,Kevin Johnson,lauramcfarland@example.net,Brazil,2022-03-02,Standard,85.86
8633,Robin Summers,steven89@example.net,Japan,2022-12-21,Standard,100.61
8634,Marcus Kelly,deborahlawson@example.org,United Kingdom,2021-05-19,Premium,51.62
8635,Denise Deleon,hbutler@example.net,Germany,2021-10-14,Premium,131.19
8636,Jason Knight,amber45@example.com,Netherlands,2023-01-19,Basic,88.67
8637,David Fleming,denisejackson@example.com,Germany,2024-03-07,Basic,67.80
8638,Ronnie Watkins,hunterchad@example.com,Brazil,2025-07-30,Premium,34.65
8639,Jeff Brooks,ttrujillo@example.com,United Kingdom,2024-06-15,Standard,68.42
8640,Tammy Bell,sarah08@example.net,India,2024-05-01,Standard,100.69
8641,Sean Mcmillan,williamsbradley@example.org,United Kingdom,2025-06-08,Standard,92.17
8642,Suzanne Butler,donnamckenzie@example.com,India,2022-03-21,Basic,27.14
8643,Carrie Beasley,hdorsey@example.com,Japan,2022-05-07,Basic,41.37
8644,Robert Nelson,andrew44@example.org,Netherlands,2024-04-30,Premium,45.57
8645,Duane Gonzales,amanda61@example.net,Canada,2025-07-20,Standard,24.93
8646,Rebecca George,scott82@example.com,Netherlands,2026-04-25,Standard,45.24
8647,Terri Crane,reidrhonda@example.net,Australia,2024-02-25,Standard,23.40
8648,Pamela Marshall,walkermichael@example.net,Germany,2022-05-03,Premium,23.59
8649,Aaron Mann,rodney43@example.org,Netherlands,2020-05-10,Premium,110.80
8650,Ashley Villegas,vbrown@example.com,Brazil,2025-04-10,Standard,37.98
8651,Yvonne Francis,jamieochoa@example.com,United States,2022-07-06,Basic,105.88
8652,Lisa Henderson,rhardy@example.com,Germany,2020-10-22,Basic,91.40
8653,David Hines,colinpetty@example.com,Germany,2021-10-23,Standard,150.46
8654,Patrick Richard,rkline@example.org,Netherlands,2022-02-14,Standard,132.59
8655,Amber Park,patrickorr@example.org,United States,2023-01-19,Standard,42.47
8656,Vincent Watson,terry88@example.com,United Kingdom,2024-04-05,Premium,31.36
8657,Shaun Thompson,dennis11@example.net,United States,2023-03-18,Standard,40.40
8658,Jordan Davis,reginaldpaul@example.org,Australia,2020-09-01,Basic,73.30
8659,Joshua Jones,ccochran@example.net,India,2025-06-02,Standard,66.94
8660,Patricia Brady,stevenlucas@example.net,Netherlands,2025-08-19,Basic,54.49
8661,Michael Nelson,alicia88@example.org,Canada,2022-05-14,Standard,18.48
8662,Robert Drake,ryan57@example.net,United Kingdom,2023-04-02,Standard,155.13
8663,Douglas Sanford,wwalsh@example.org,India,2020-09-21,Premium,63.95
8664,Michael Sparks,dmitchell@example.org,United Kingdom,2022-10-14,Premium,85.18
8665,Thomas Martinez,shanebentley@example.net,Australia,2023-08-21,Standard,115.74
8666,Jose Sutton,ramosdavid@example.org,India,2024-12-17,Standard,33.33
8667,Jessica Lawrence,riverajoseph@example.org,India,2021-06-06,Premium,118.21
8668,Brian Collier,shayes@example.org,Brazil,2021-12-30,Standard,155.47
8669,James Lee,samantha88@example.com,Australia,2021-05-30,Basic,87.44
8670,Cameron Wagner,michealwalton@example.org,United States,2021-05-04,Basic,59.56
8671,Kathryn Johnson,vflores@example.com,Japan,2021-06-21,Standard,44.21
8672,Rachel Carlson,campbellcarlos@example.org,United Kingdom,2021-04-16,Standard,55.20
8673,Jason Smith,hgarza@example.net,Germany,2024-03-12,Basic,218.92
8674,Laura Carson,qmoran@example.com,United States,2020-02-26,Premium,48.82
8675,Miguel Parrish,trevormedina@example.org,Brazil,2021-05-22,Standard,44.30
8676,Latasha Fitzgerald,mperkins@example.org,United Kingdom,2021-03-16,Premium,72.96
8677,Victoria Potts,lisaporter@example.net,Germany,2020-08-22,Standard,86.13
8678,Chelsea Suarez,abigailhobbs@example.org,United Kingdom,2025-03-12,Standard,29.70
8679,Michael Baldwin,adam31@example.net,United States,2025-10-16,Premium,37.14
8680,David Morris,zgreen@example.com,Germany,2022-07-19,Premium,65.03
8681,Suzanne Murphy,jessicafranco@example.org,France,2022-03-29,Standard,86.73
8682,Kelly Guerrero,kevin67@example.net,France,2020-05-12,Premium,31.38
8683,John White,waltonpatricia@example.net,India,2021-07-08,Standard,34.40
8684,Eric Cowan,andersonvirginia@example.net,United States,2022-05-22,Standard,242.11
8685,Sarah Mitchell,gglenn@example.com,Japan,2020-11-20,Standard,22.18
8686,Thomas Keller,mccormickjohn@example.net,United States,2021-10-12,Standard,29.06
8687,Rebecca Powell,amandadelacruz@example.org,France,2020-08-08,Premium,108.79
8688,Gabrielle Burton,ostewart@example.net,Netherlands,2024-03-01,Premium,61.52
8689,Chad Holloway,mckenzie12@example.org,Canada,2025-03-05,Basic,30.41
8690,Christopher White,laura80@example.com,France,2021-07-20,Basic,139.76
8691,Yesenia Miller,tyler03@example.org,Australia,2023-04-22,Standard,22.31
8692,Joshua Smith,stevenwalter@example.org,Brazil,2020-09-29,Standard,76.14
8693,Kristina Rosales,jramirez@example.net,Germany,2025-08-25,Basic,105.54
8694,Zachary Wolf,michael79@example.org,Netherlands,2025-01-08,Standard,55.45
8695,Rebecca Evans,barkerjessica@example.org,Netherlands,2021-11-16,Premium,36.60
8696,Jacob Douglas,robinsoncourtney@example.org,Canada,2023-03-16,Basic,87.58
8697,David Pacheco,hbrown@example.net,United Kingdom,2024-05-03,Basic,53.97
8698,Tracy Martinez,ghill@example.com,Netherlands,2024-01-03,Basic,39.65
8699,Sheila Mcgee,hunterroberts@example.org,India,2022-02-16,Standard,34.36
8700,Shawn Moore,bryan02@example.org,Germany,2025-09-17,Standard,29.14
8701,Mitchell Edwards,robinsonbecky@example.net,India,2025-06-30,Basic,60.49
8702,Christopher Garcia,campbelljacob@example.org,Australia,2023-06-24,Standard,43.18
8703,Amy Wolf,kimberly91@example.com,Canada,2023-11-22,Basic,101.71
8704,John May,jeffrey21@example.org,Japan,2024-01-21,Standard,33.98
8705,Rebecca Randolph,lisachase@example.net,United States,2021-08-07,Standard,75.03
8706,Maria Watts,cynthiapittman@example.net,Canada,2026-02-14,Standard,46.63
8707,Sheila Washington,weberashley@example.net,Canada,2020-08-09,Premium,64.38
8708,Sara Garcia,andrewrodriguez@example.net,Brazil,2020-01-26,Premium,60.67
8709,Yvonne Miller,joshua31@example.com,India,2020-09-22,Premium,30.81
8710,Robin Boyd,daniel04@example.net,Japan,2024-11-12,Standard,80.27
8711,Maria Johnson,russellelizabeth@example.com,Japan,2024-07-18,Premium,21.23
8712,Cheryl Wang,jensenjacob@example.org,India,2023-02-14,Standard,56.55
8713,Bonnie Andersen,deborahbarnett@example.org,United Kingdom,2020-07-30,Premium,43.19
8714,Jason Cross,brettlutz@example.com,Germany,2026-08-11,Premium,99.66
8715,Brenda Roth,beardronald@example.org,India,2026-01-18,Standard,47.17
8716,William Hayes,linda01@example.org,India,2024-09-09,Standard,57.09
8717,Lauren Shaffer,lauren32@example.com,France,2024-05-30,Standard,91.81
8718,Sharon Hicks,bcontreras@example.com,United Kingdom,2023-11-12,Standard,31.60
8719,Samantha Dawson,kcarey@example.org,Netherlands,2026-05-18,Basic,36.40
8720,Andrew Smith,lorithomas@example.net,Australia,2023-01-05,Standard,41.53
8721,Kelly Scott,bchristensen@example.com,Netherlands,2021-10-19,Standard,39.54
8722,Carol Salinas,garcialaura@example.net,Canada,2020-12-05,Standard,15.92
8723,Gary Newman,april90@example.com,Brazil,2025-06-17,Basic,54.07
8724,Vanessa Peterson,jasminedunn@example.com,Netherlands,2023-04-07,Standard,27.85
8725,Sarah Thomas,xturner@example.com,India,2021-09-15,Basic,45.80
8726,David Nelson,jacksonanna@example.org,Netherlands,2020-06-29,Basic,33.35
8727,Mark Butler,jeremiah84@example.org,Australia,2024-03-22,Standard,47.03
8728,Anthony Joseph,pwagner@example.org,United Kingdom,2023-12-23,Standard,42.04
8729,Jennifer Morgan,gordongrace@example.org,United States,2021-04-19,Basic,91.90
8730,Robert Kim,hendrixjonathan@example.org,France,2021-11-09,Basic,93.87
8731,Larry Reed,christian74@example.net,United States,2026-05-23,Basic,22.91
8732,Mallory Turner DVM,kingnancy@example.net,Brazil,2024-01-24,Standard,53.84
8733,Jacob Shepard,karismith@example.com,Brazil,2021-01-08,Standard,56.88
8734,Renee Oneal,whitealicia@example.org,United Kingdom,2024-06-26,Standard,29.70
8735,Catherine Palmer,sarah94@example.com,Japan,2022-09-16,Standard,44.46
8736,Judy Marks,claireberry@example.net,France,2021-09-26,Premium,42.44
8737,Jennifer Robinson,samuelnixon@example.net,United States,2020-07-30,Basic,25.42
8738,Rachel Torres,christina55@example.org,France,2021-12-26,Standard,38.68
8739,Andrea Hamilton,rschmidt@example.com,India,2024-12-03,Standard,32.17
8740,Virginia Cortez DDS,williamhull@example.org,India,2023-12-10,Basic,65.54
8741,Kathy Luna,michaelmartin@example.org,Brazil,2024-01-11,Premium,44.43
8742,Steven Wood,patrick31@example.org,Germany,2025-10-06,Standard,120.31
8743,Michael Hoover,peter63@example.org,Germany,2023-11-20,Basic,53.90
8744,James Phillips,jamescarpenter@example.org,India,2024-10-15,Standard,26.14
8745,Nicole Higgins,oestrada@example.com,Germany,2026-01-13,Basic,51.91
8746,Yolanda Peterson,melinda46@example.net,Brazil,2023-08-07,Basic,94.83
8747,Janet Hernandez,hannahlee@example.net,Australia,2022-05-28,Standard,46.81
8748,James Aguirre,qberg@example.net,India,2024-01-10,Basic,61.89
8749,Nicole Winters,xknapp@example.com,India,2026-03-22,Standard,67.55
8750,Hunter Hicks,zcollins@example.org,Japan,2026-06-17,Standard,59.35
8751,Jennifer Duncan,westchristopher@example.com,Japan,2025-05-04,Standard,62.76
8752,Maria Hickman,christinacosta@example.com,France,2023-12-18,Standard,67.85
8753,Kathy Stewart,larryharris@example.net,United Kingdom,2024-08-23,Premium,73.82
8754,Diane West,robert83@example.com,Japan,2021-10-19,Premium,21.61
8755,Patrick Brown,chad33@example.net,Australia,2021-01-23,Basic,63.49
8756,Raymond Williams,sosastacy@example.com,India,2020-10-13,Basic,42.70
8757,Timothy Franco,justinbolton@example.org,Netherlands,2022-12-11,Standard,22.83
8758,Tammie Carr,pattersonjodi@example.net,Germany,2026-03-11,Standard,33.37
8759,Janet Spencer,burtonphilip@example.net,Brazil,2021-06-07,Standard,105.87
8760,Savannah Winters,hbennett@example.net,Japan,2021-10-19,Basic,28.19
8761,Christina Jackson,roy03@example.com,United Kingdom,2020-11-16,Basic,21.26
8762,Brett Howell,david66@example.org,Germany,2022-02-13,Standard,63.87
8763,Gabrielle Graham,christopherwalker@example.com,Australia,2020-01-07,Standard,60.26
8764,Michael Randall,mhall@example.org,Canada,2020-08-26,Basic,89.97
8765,Christopher Cobb Jr.,fleach@example.net,United States,2022-10-09,Premium,79.50
8766,Jeffrey Gomez,jennifer61@example.com,Australia,2021-10-25,Standard,50.20
8767,Christopher Foster,afuller@example.com,United States,2025-07-06,Premium,29.25
8768,Robin Morgan,lisascott@example.net,United Kingdom,2021-04-27,Standard,65.90
8769,Anita Jordan,sthompson@example.com,United States,2022-09-04,Basic,166.80
8770,Allison Larson,robertoturner@example.net,Germany,2021-12-04,Premium,34.43
8771,Dana Stone,samantha78@example.org,Brazil,2026-07-01,Basic,56.67
8772,Brian Long,henryalexander@example.net,Netherlands,2022-06-02,Premium,128.23
8773,David Holden,amontes@example.com,Canada,2024-04-17,Premium,117.97
8774,Kimberly Cruz,patelmark@example.net,Australia,2026-04-06,Standard,163.90
8775,Luke Clements,scarroll@example.org,United States,2022-10-26,Premium,92.00
8776,Cory Acevedo,robert91@example.org,United Kingdom,2021-02-05,Standard,32.46
8777,Michael Gallagher,hbaxter@example.com,Japan,2022-09-16,Premium,36.74
8778,Angela Sullivan,brian44@example.org,India,2025-07-06,Basic,27.57
8779,Joseph Lee,harrisadam@example.org,United States,2022-02-15,Premium,64.27
8780,Jose Smith,zdavis@example.org,Netherlands,2021-07-08,Standard,53.53
8781,Melanie Mills DDS,edwardsdenise@example.com,Germany,2021-05-23,Standard,155.92
8782,Kevin Shaw,alyssa40@example.org,Canada,2025-02-02,Standard,66.68
8783,Judy Barker,serranoamanda@example.net,Japan,2024-06-10,Standard,63.91
8784,Kimberly Goodman,elizabeth44@example.com,India,2022-07-03,Premium,31.99
8785,Tonya Vargas,petersonjessica@example.org,France,2023-08-12,Basic,64.24
8786,Michael Bowman,david14@example.net,United Kingdom,2022-11-30,Premium,68.53
8787,Darryl Lewis,mariarichardson@example.net,France,2022-04-19,Basic,31.43
8788,Jeffrey Richards,daniel81@example.com,United States,2020-08-15,Standard,42.81
8789,Timothy Mcknight,natashamcpherson@example.org,United Kingdom,2020-09-02,Basic,43.55
8790,Felicia Williams,randy36@example.net,Canada,2025-06-30,Standard,60.49
8791,Dana Harris,leonmark@example.org,Japan,2025-04-09,Standard,54.72
8792,Jennifer Martinez,lhernandez@example.org,India,2023-12-24,Basic,27.46
8793,Ann Hogan,joselee@example.com,France,2023-11-18,Basic,87.30
8794,Samantha Robinson,prestonmarcus@example.com,Netherlands,2020-01-26,Premium,28.57
8795,Joanne Anderson,gsmith@example.org,India,2023-09-03,Premium,35.33
8796,Robert Murphy,qjohnson@example.com,Germany,2021-10-30,Standard,26.32
8797,Mark Miles,pamelalowe@example.org,France,2023-09-03,Standard,74.22
8798,Amanda Andrews,xjohnson@example.net,Japan,2026-07-18,Standard,88.42
8799,Victoria Willis,otorres@example.net,Brazil,2021-03-02,Premium,41.58
8800,Jennifer Chambers,joshuabenton@example.com,Netherlands,2022-07-10,Premium,41.21
8801,Jason Rosario,natasha63@example.org,Netherlands,2023-09-06,Standard,64.00
8802,Christy White,christensenemily@example.org,Japan,2024-07-14,Premium,32.99
8803,Douglas Perez,perezraymond@example.org,Australia,2022-04-09,Standard,127.36
8804,Allen Hardy,danielsrobert@example.org,Netherlands,2020-01-07,Standard,63.00
8805,Lisa Cross,tara06@example.org,Canada,2020-10-22,Basic,70.72
8806,William Garcia,hillkelly@example.net,Brazil,2022-05-11,Standard,51.47
8807,Lauren Jones,hopkinsalicia@example.net,Japan,2021-06-18,Basic,89.49
8808,Joshua Rice,wileykristine@example.net,Japan,2025-12-26,Standard,256.60
8809,Jasmine Zuniga,jameslang@example.net,Australia,2025-10-16,Basic,43.25
8810,Lisa Brown,vpatterson@example.com,United Kingdom,2024-04-10,Standard,38.30
8811,Jonathan Chavez,singhjason@example.org,Canada,2020-05-20,Premium,35.82
8812,Matthew Smith,broberts@example.com,Germany,2020-04-13,Basic,47.01
8813,Nicholas Rogers,nathanhayes@example.com,United Kingdom,2020-10-05,Basic,78.41
8814,Kimberly Mendoza,jon83@example.com,Australia,2022-08-06,Premium,33.73
8815,Joshua Bailey,george09@example.com,Japan,2021-07-18,Premium,37.42
8816,Natasha Lawrence,gina79@example.net,France,2022-12-01,Standard,144.84
8817,Susan Johnson,adamwilson@example.com,Japan,2025-08-24,Standard,183.94
8818,Mrs. Michele Lawrence DVM,trichardson@example.org,United Kingdom,2024-02-01,Premium,116.00
8819,Tina Hensley,whayes@example.com,Brazil,2020-11-27,Standard,60.24
8820,William Christensen,howard09@example.net,Netherlands,2021-03-03,Basic,54.49
8821,Melanie Robinson,kelly89@example.com,Japan,2023-02-11,Premium,74.66
8822,Jeremy Herman,melendezmichael@example.com,France,2025-08-31,Standard,41.13
8823,Deanna Briggs,boylehaley@example.com,India,2024-12-29,Basic,84.54
8824,Mark Lang,zpearson@example.net,United States,2023-09-14,Basic,57.73
8825,Cody Baker,john29@example.org,Brazil,2025-05-20,Basic,70.93
8826,Kenneth Davis,mitchelladam@example.com,Canada,2020-04-10,Basic,122.99
8827,Karen Miranda,connorjoseph@example.com,United Kingdom,2025-06-03,Standard,19.91
8828,Ana Mahoney,uaguirre@example.com,France,2023-08-12,Basic,30.83
8829,Matthew Mccullough,cruzjessica@example.org,Netherlands,2022-02-20,Basic,228.79
8830,Amanda Morales,xhines@example.net,Japan,2024-07-11,Standard,59.05
8831,Jenny Frederick,nicholejenkins@example.org,United States,2023-10-30,Basic,144.49
8832,Teresa Daniels,whitekatrina@example.net,United States,2024-05-28,Basic,97.42
8833,Mr. James Valenzuela,orogers@example.com,United Kingdom,2024-02-01,Standard,30.03
8834,Sharon Rodriguez,broberson@example.org,United States,2023-11-13,Premium,75.91
8835,Donald Carr,joshuahoffman@example.org,United States,2023-06-09,Basic,40.41
8836,Kyle Jenkins,rachel18@example.net,Australia,2024-06-27,Standard,54.94
8837,Rachel Hardin,hannahcastillo@example.com,Brazil,2021-05-15,Standard,68.14
8838,James Barnes,dixonruth@example.com,Japan,2022-10-18,Basic,82.08
8839,Jeremy Holder,jamesvaughn@example.net,Netherlands,2022-04-12,Basic,146.58
8840,Connor Browning,sandrabuchanan@example.org,Japan,2026-07-18,Standard,46.94
8841,Annette Simmons,ileblanc@example.net,Germany,2020-04-11,Basic,59.36
8842,Andrea Adams,ashley97@example.org,United States,2026-02-06,Premium,24.17
8843,Michael Gilbert,halexander@example.com,France,2022-09-27,Basic,39.89
8844,Noah Marshall,alexandrawheeler@example.com,United States,2024-11-09,Premium,49.43
8845,Laura Knight,hgilmore@example.org,Germany,2024-01-26,Premium,23.95
8846,Amanda Anderson,ginaramirez@example.net,Netherlands,2023-07-01,Premium,111.78
8847,Justin Oconnor,barnettolivia@example.org,United Kingdom,2023-10-09,Standard,119.49
8848,Eric York,ocampbell@example.org,Brazil,2023-06-21,Standard,25.95
8849,Elizabeth Juarez,kimberly84@example.org,United States,2021-03-25,Standard,16.31
8850,John Morgan,sandra28@example.com,United Kingdom,2025-12-07,Standard,133.70
8851,Justin Jones,wstewart@example.net,India,2026-02-16,Basic,34.40
8852,Rose Mercer,yvette39@example.org,Netherlands,2023-02-26,Standard,82.04
8853,Christopher Foster,juliaharris@example.org,Germany,2022-12-13,Basic,83.99
8854,Emily Hart,mary81@example.net,Canada,2023-10-16,Premium,160.02
8855,Robert Hall,tatedustin@example.net,United Kingdom,2024-08-15,Standard,94.40
8856,Michael Patterson,armstrongdavid@example.com,United Kingdom,2025-02-09,Premium,66.48
8857,Angela Jackson,janet82@example.net,Brazil,2023-10-18,Premium,56.98
8858,Kenneth Bennett,eddie87@example.org,Brazil,2020-09-29,Basic,58.24
8859,Rachel Savage,ronald52@example.org,France,2021-07-24,Standard,41.79
8860,Robert Roberson,richard44@example.org,United States,2023-12-22,Basic,81.17
8861,Gregory Richardson,jenniferhardin@example.com,United States,2023-03-04,Basic,45.10
8862,Amy Lopez,okeith@example.com,Germany,2026-06-05,Premium,140.25
8863,Suzanne Sampson,gonzalescarlos@example.org,Canada,2025-08-10,Premium,152.99
8864,Jordan Rice,teresa57@example.com,Brazil,2026-03-06,Premium,218.18
8865,Melissa Stevens,tonyarowe@example.com,Canada,2022-05-11,Basic,28.38
8866,Tiffany Bell,alvarezkaylee@example.net,Germany,2023-01-11,Standard,63.54
8867,Kaitlyn Hoover,swilliamson@example.org,Netherlands,2026-04-03,Basic,108.70
8868,Kathy Davis,masontony@example.com,Australia,2024-12-13,Premium,50.05
8869,Daniel Holmes,ricerebecca@example.org,India,2021-03-15,Standard,124.69
8870,Bob Hodge,gordonsteven@example.net,India,2020-01-28,Basic,55.93
8871,Deanna Freeman,kathleensmith@example.org,France,2025-05-10,Standard,17.87
8872,Gary Hamilton,mccormickkari@example.org,Netherlands,2023-02-14,Premium,21.84
8873,Tammy Oneal,linda00@example.org,Canada,2025-08-23,Standard,61.01
8874,Daniel Miller,egamble@example.com,Netherlands,2020-06-14,Basic,44.57
8875,John Hanna,kristystevens@example.com,Canada,2024-05-10,Standard,29.37
8876,Ashley Dillon,seanbanks@example.org,Germany,2025-07-14,Basic,78.43
8877,Nicole Ware,thomas12@example.com,Netherlands,2024-04-08,Standard,38.28
8878,Stephanie Hughes,whitneyanderson@example.com,Australia,2025-11-15,Standard,51.45
8879,Sean King,dukevictoria@example.org,United Kingdom,2026-07-30,Basic,86.23
8880,Kathryn Key,bkim@example.org,Germany,2023-10-05,Basic,30.20
8881,Melissa Daniels,millerandrew@example.org,France,2023-04-25,Standard,96.50
8882,Jonathan Nunez,michaeljones@example.net,Brazil,2020-03-21,Standard,38.18
8883,Thomas Hensley,tylertanner@example.com,Australia,2022-09-20,Standard,33.05
8884,Kathleen Rodriguez,kennethjennings@example.org,Brazil,2021-11-15,Standard,72.79
8885,Philip Spencer,jasonmartinez@example.com,Brazil,2021-01-14,Basic,189.04
8886,Sarah Flores,dawnwalker@example.org,Germany,2025-04-20,Standard,93.68
8887,Thomas Mitchell,franknicole@example.com,Germany,2024-08-17,Standard,36.89
8888,Corey Phillips,anthony54@example.com,Australia,2025-03-30,Basic,168.13
8889,John Hogan,mccallrobert@example.net,United States,2024-01-25,Standard,156.43
8890,Destiny Garcia,jennyevans@example.net,Japan,2021-01-26,Basic,200.38
8891,Karl Simpson,ehancock@example.net,Brazil,2022-11-20,Standard,57.51
8892,Reginald Edwards,jodi60@example.org,Brazil,2025-10-29,Basic,42.07
8893,Jacob Owens MD,matthew94@example.org,Japan,2026-04-29,Standard,119.86
8894,Haley Hayes,ravensweeney@example.net,United Kingdom,2023-03-31,Standard,13.25
8895,Carla Moore,larry97@example.net,Canada,2020-09-20,Basic,121.38
8896,Tammy Williams,shari43@example.com,India,2025-05-02,Premium,58.37
8897,Jacqueline Boyer,frankvickie@example.net,France,2025-08-29,Basic,41.86
8898,Laura Young,taylortodd@example.org,United States,2025-09-16,Standard,63.83
8899,Billy Branch,bjohnson@example.net,United States,2022-07-21,Basic,77.01
8900,Kristin Anderson,kadams@example.com,Brazil,2024-04-01,Standard,44.49
8901,Benjamin Rivera,rebeccajames@example.org,Netherlands,2023-07-10,Basic,13.18
8902,Paula Lynch,danielvelez@example.com,France,2025-01-28,Standard,47.05
8903,Brian Richards,murphylaura@example.net,Japan,2020-07-29,Premium,141.22
8904,Richard Martin,ortizbruce@example.com,Brazil,2026-01-09,Standard,83.03
8905,Anthony Townsend,macdonaldcharles@example.net,Brazil,2026-04-11,Premium,35.48
8906,Dana Hernandez,washingtondaniel@example.net,India,2023-03-29,Premium,33.53
8907,Luis Warren,murraywendy@example.com,United States,2023-11-19,Premium,16.27
8908,Richard Ball,xray@example.net,Germany,2023-09-16,Premium,91.21
8909,Edwin Mcgee,joan45@example.net,Germany,2023-01-10,Premium,108.65
8910,Amanda Gibson,aprilyoung@example.com,France,2026-06-14,Basic,33.21
8911,Brenda Arnold,hornandrea@example.com,Brazil,2025-10-24,Standard,30.99
8912,Yvonne Payne,fcross@example.org,Brazil,2023-08-15,Premium,87.33
8913,Glenda Middleton,cynthiajennings@example.org,Canada,2024-12-05,Premium,18.48
8914,Eugene Spencer,apoole@example.net,Germany,2022-08-14,Basic,94.80
8915,Ryan Harris,pauljames@example.org,Australia,2022-12-13,Standard,24.83
8916,Jason Patterson,frankrussell@example.com,Canada,2020-06-19,Standard,139.79
8917,Leslie Torres,christinamason@example.com,Australia,2024-04-13,Basic,67.34
8918,Melissa Thompson,cummingsanthony@example.net,Brazil,2021-11-17,Basic,39.72
8919,Cassandra Collins,wharris@example.net,Netherlands,2025-09-11,Basic,105.37
8920,Gregory Fuller,marthacannon@example.org,Netherlands,2022-04-15,Standard,72.23
8921,Angela Bowers,geoffreyjordan@example.net,Canada,2021-09-10,Basic,74.78
8922,John Gonzalez,pthompson@example.net,United States,2021-12-30,Basic,87.02
8923,Gabriel Robinson,tiffanyschmidt@example.org,Canada,2020-01-16,Standard,42.40
8924,Kimberly Rodriguez,devon00@example.org,Japan,2024-02-17,Basic,29.55
8925,Joseph Mays,samanthasanchez@example.org,Australia,2021-01-15,Standard,68.33
8926,Chad Garrett,michaelcharles@example.org,United Kingdom,2024-01-31,Standard,246.45
8927,Andres Lang,ibell@example.org,Australia,2023-02-14,Standard,102.06
8928,Kevin Ray,marvin05@example.net,United States,2024-04-17,Standard,57.99
8929,Alfred Lara,franklinjennifer@example.org,Australia,2024-06-16,Premium,56.66
8930,Michael Rodriguez,millerheather@example.com,France,2022-09-28,Basic,100.48
8931,Christopher Gordon,jessicacooper@example.org,Netherlands,2022-10-08,Premium,22.43
8932,Andrew Knight,brian82@example.com,United Kingdom,2023-10-22,Standard,92.84
8933,Anna Jacobs,asanchez@example.com,India,2025-03-11,Premium,44.29
8934,Amanda Wood,trevorbarry@example.org,United Kingdom,2025-12-02,Basic,89.12
